employee_id,full_name,gender,dept_id,job_level,city,employment_type,hire_date,termination_date,status,monthly_salary_idr,satisfaction_score,last_performance_score,manager_id
1076,Salsabila Laksita,Male,7,Junior,Remote,Permanent,2023-09-03,,Active,10930000,3.3,3.2,2007
1077,Kayun Mustofa,Female,9,Junior,Surabaya,Permanent,2015-04-24,,Active,12920000,4.7,2.9,1606
1078,"Queen Permata, M.Kom.",Female,6,Lead,Surabaya,Permanent,2015-06-06,2020-10-16,Resigned,44560000,2.4,1.6,3030
1079,Purwanto Kusmawati,Female,2,Senior,Medan,Permanent,2019-11-23,,Active,38180000,3.0,3.6,4498
1080,"dr. Dadap Kuswoyo, S.IP",Male,5,Mid,Jakarta,Permanent,2017-11-09,2023-03-29,Resigned,19890000,3.1,3.6,3934
1081,"Irfan Thamrin, S.Farm",Male,2,Mid,Remote,Probation,2019-01-31,,Active,27130000,3.7,3.3,1918
1082,Nadia Habibi,Female,8,Lead,Remote,Contract,2022-06-10,,Active,46760000,3.5,3.9,2414
1083,"Martani Yuliarti, S.IP",Female,5,Senior,Yogyakarta,Permanent,2022-06-24,,Active,29690000,4.4,2.4,4469
1084,Hadi Sirait,Male,4,Junior,Yogyakarta,Permanent,2017-02-24,,Active,18060000,3.4,3.2,3747
1085,"R. Drajat Nababan, S.Kom",Male,10,Lead,Yogyakarta,Permanent,2021-11-26,,Active,32930000,2.6,4.1,2951
1086,drg. Cahyono Anggraini,Male,1,Senior,Yogyakarta,Contract,2018-05-29,,Active,44750000,4.5,3.0,3621
1087,Estiawan Hariyah,Female,1,Junior,Remote,Permanent,2020-03-19,,Active,21230000,4.5,3.6,1921
1088,Taufan Hutagalung,Female,8,Mid,Remote,Permanent,2023-11-26,,Active,21670000,4.1,2.7,1783
1089,Yani Pudjiastuti,Male,6,Mid,Remote,Permanent,2018-03-08,,Active,22030000,2.2,4.2,2810
1090,Asirwanda Yulianti,Male,4,Senior,Bandung,Permanent,2024-03-06,,Active,33600000,4.2,2.6,4731
1091,Dt. Bakiman Prakasa,Male,4,Mid,Jakarta,Permanent,2024-01-17,2024-07-21,Resigned,23040000,3.5,3.3,1983
1092,Hasim Laksita,Female,9,Lead,Jakarta,Permanent,2021-11-08,,Active,39630000,2.9,4.0,3798
1093,Gabriella Wacana,Male,5,Mid,Yogyakarta,Permanent,2023-01-21,,Active,22600000,3.0,3.5,4566
1094,Catur Wibowo,Male,4,Intern,Jakarta,Permanent,2022-05-11,,Active,9210000,3.4,3.0,2979
1095,Harsaya Saptono,Male,6,Mid,Remote,Permanent,2016-12-21,,Active,23150000,4.3,3.5,2586
1096,"KH. Jaeman Suwarno, S.Farm",Male,6,Intern,Jakarta,Permanent,2021-04-02,,Active,7110000,3.9,3.6,4084
1097,"Uchita Puspita, M.Kom.",Female,10,Lead,Medan,Permanent,2022-06-27,,Active,34650000,3.5,3.2,2218
1098,Dadap Sihombing,Female,9,Lead,Medan,Permanent,2021-11-14,,Active,38690000,1.6,4.4,2707
1099,Asmianto Prastuti,Female,6,Mid,Yogyakarta,Permanent,2016-10-13,,Active,22280000,4.3,3.6,2392
1100,"Puput Halim, S.Psi",Male,10,Mid,Medan,Permanent,2024-06-02,,Active,17550000,2.3,3.9,2792
1101,Asirwanda Padmasari,Male,3,Junior,Remote,Permanent,2018-01-29,,Active,18970000,2.9,2.8,2829
1102,Olivia Nuraini,Female,4,Senior,Medan,Permanent,2018-10-07,,Active,33300000,4.1,2.4,5254
1103,Asmianto Melani,Male,4,Head,Bandung,Permanent,2017-08-05,,Active,87240000,4.9,2.4,
1104,Soleh Nashiruddin,Male,4,Junior,Medan,Permanent,2019-08-27,,Active,16980000,3.3,2.7,4166
1105,Legawa Hidayat,Male,5,Senior,Yogyakarta,Contract,2017-04-27,,Active,32660000,4.5,2.5,4576
1106,"Setya Prakasa, S.Sos",Male,6,Lead,Medan,Permanent,2024-08-10,,Active,34270000,2.5,4.2,1573
1107,Wardaya Purnawati,Male,9,Junior,Yogyakarta,Contract,2018-12-11,,Active,14990000,3.6,4.8,1409
1108,Labuh Riyanti,Female,5,Senior,Medan,Contract,2021-01-13,,Active,33110000,4.0,4.1,2101
1109,Lukman Hutapea,Male,2,Manager,Yogyakarta,Permanent,2020-06-22,,Active,73100000,3.5,3.7,3603
1110,Sakura Padmasari,Female,1,Junior,Yogyakarta,Permanent,2018-10-08,,Active,21530000,3.8,3.5,3103
1111,Drs. Iriana Rajata,Female,6,Senior,Medan,Permanent,2016-06-06,,Active,33170000,3.6,4.3,5491
1112,Mulyono Sihotang,Female,1,Senior,Jakarta,Permanent,2021-08-21,,Active,38090000,3.3,3.0,4318
1113,Eman Widodo,Female,4,Mid,Bandung,Permanent,2016-07-09,,Active,27600000,5.0,3.1,5199
1114,Mumpuni Yuliarti,Female,10,Junior,Surabaya,Permanent,2018-09-02,,Active,12310000,4.1,3.5,2012
1115,Michelle Sihotang,Female,4,Senior,Yogyakarta,Permanent,2018-02-13,,Active,32180000,4.3,4.0,1685
1116,"R. Adika Haryanti, M.Ak",Male,2,Mid,Jakarta,Probation,2020-04-10,2023-10-16,Resigned,27990000,4.4,4.1,2469
1117,Puti Belinda Nasyiah,Female,8,Junior,Remote,Permanent,2017-07-07,,Active,16470000,2.7,3.2,4322
1118,Jono Saptono,Male,10,Intern,Jakarta,Permanent,2017-10-09,,Active,6340000,4.9,4.6,5355
1119,Wardi Tampubolon,Male,7,Mid,Jakarta,Permanent,2016-06-01,,Active,15300000,5.0,4.9,2275
1120,Tasnim Prasasta,Male,7,Intern,Surabaya,Permanent,2020-03-19,,Active,5530000,2.8,3.5,2232
1121,Intan Manullang,Male,3,Senior,Surabaya,Permanent,2023-09-21,,Active,43330000,3.7,2.5,5480
1122,Zahra Palastri,Male,1,Junior,Yogyakarta,Permanent,2018-07-01,,Active,19960000,3.8,2.9,2108
1123,"Ilsa Suryatmi, M.TI.",Male,5,Senior,Remote,Permanent,2015-11-08,,Active,36610000,3.2,4.4,4790
1124,Mulyanto Puspasari,Female,8,Junior,Jakarta,Contract,2024-07-14,,Active,15060000,3.1,3.2,3881
1125,Salimah Jailani,Male,2,Mid,Remote,Permanent,2018-11-23,,Active,30030000,2.0,2.9,4515
1126,Eman Latupono,Female,4,Manager,Yogyakarta,Permanent,2015-02-21,,Active,62110000,4.5,3.3,1830
1127,Paiman Puspasari,Female,3,Mid,Yogyakarta,Permanent,2022-02-16,,Active,27470000,3.7,4.6,1247
1128,Empluk Suryono,Female,1,Mid,Remote,Permanent,2016-12-22,,Active,28090000,3.1,1.9,2271
1129,R.A. Tina Siregar,Female,9,Mid,Remote,Permanent,2020-03-19,,Active,18450000,3.5,2.9,5369
1130,Mahfud Usada,Female,6,Mid,Jakarta,Permanent,2024-07-20,,Active,18940000,5.0,4.6,2810
1131,"Tgk. Ophelia Lestari, S.T.",Female,1,Mid,Medan,Permanent,2017-09-25,,Active,36610000,3.1,3.4,1905
1132,"Cut Cornelia Usada, S.Farm",Female,2,Mid,Bandung,Permanent,2018-10-09,2022-11-28,Resigned,26270000,4.8,3.6,5278
1133,"Tgk. Aurora Adriansyah, S.Psi",Female,5,Junior,Medan,Permanent,2023-12-12,2024-08-19,Resigned,14320000,3.0,3.4,4883
1134,"R.M. Makuta Saptono, S.E.",Female,6,Manager,Jakarta,Permanent,2021-03-26,2022-10-18,Resigned,44660000,4.3,3.7,1219
1135,"Maimunah Puspasari, S.Farm",Female,5,Junior,Bandung,Permanent,2020-06-24,,Active,15220000,3.7,3.2,3962
1136,Dt. Balidin Hutagalung,Female,10,Lead,Jakarta,Permanent,2020-01-10,,Active,31990000,3.6,4.9,2342
1137,"Eka Palastri, S.Gz",Female,5,Lead,Remote,Permanent,2022-10-04,,Active,41490000,3.7,3.9,4164
1138,"dr. Restu Puspasari, S.E.I",Female,3,Senior,Yogyakarta,Probation,2021-03-17,,Active,45140000,3.4,3.1,2456
1139,Dian Gunarto,Female,1,Lead,Surabaya,Permanent,2018-12-12,,Active,57280000,4.2,3.3,1020
1140,Karimah Gunarto,Male,9,Senior,Surabaya,Permanent,2016-05-09,,Active,32450000,2.8,2.0,3599
1141,Fathonah Zulaika,Male,9,Senior,Yogyakarta,Permanent,2017-02-23,,Active,28150000,5.0,4.2,4858
1142,Mulyanto Jailani,Female,3,Mid,Surabaya,Permanent,2016-02-16,,Active,30500000,3.5,2.4,4146
1143,Victoria Purwanti,Male,10,Junior,Bandung,Permanent,2018-05-23,2024-11-14,Resigned,12280000,3.9,3.4,2219
1144,"drg. Raina Mangunsong, S.H.",Male,6,Mid,Bandung,Permanent,2021-03-16,,Active,21200000,4.3,2.4,3237
1145,"R. Wirda Nugroho, S.Farm",Female,3,Junior,Medan,Permanent,2016-02-25,,Active,22490000,3.9,3.1,2503
1146,Cemani Sitorus,Female,3,Junior,Jakarta,Permanent,2019-12-10,,Active,19140000,5.0,3.8,3335
1147,"dr. Rama Winarsih, S.H.",Female,4,Senior,Yogyakarta,Permanent,2016-04-12,,Active,32130000,3.9,4.2,1575
1148,Endah Kurniawan,Male,5,Mid,Surabaya,Permanent,2016-09-13,2023-07-04,Resigned,21310000,3.2,3.1,1786
1149,Ani Halimah,Male,6,Junior,Yogyakarta,Permanent,2016-04-30,,Active,13740000,4.2,3.1,3279
1150,Daliono Haryanti,Male,1,Mid,Yogyakarta,Contract,2023-09-13,,Active,29030000,4.4,3.1,1183
1151,Ina Pradana,Female,8,Mid,Yogyakarta,Permanent,2024-08-24,,Active,18280000,2.2,4.3,2403
1152,Ajiono Wahyuni,Male,7,Lead,Jakarta,Probation,2021-11-02,,Active,26380000,3.6,5.0,4158
1153,Heru Sitompul,Male,9,Head,Jakarta,Permanent,2022-01-06,2024-05-11,Resigned,51220000,2.7,2.9,
1154,Zelaya Hidayat,Male,4,Senior,Yogyakarta,Permanent,2021-03-10,2021-09-11,Resigned,34530000,3.2,2.5,3009
1155,"T. Gara Yuniar, M.TI.",Female,3,Junior,Remote,Permanent,2018-04-07,2021-12-27,Resigned,22570000,3.1,3.7,1975
1156,Shania Nasyiah,Female,7,Mid,Surabaya,Contract,2015-10-19,,Active,18890000,2.4,2.7,1955
1157,Ana Latupono,Male,8,Mid,Bandung,Permanent,2019-10-08,,Active,24520000,3.6,3.7,5370
1158,Elma Prastuti,Female,3,Mid,Bandung,Contract,2024-04-08,2024-10-12,Resigned,27350000,4.1,3.9,3396
1159,Ani Kurniawan,Female,10,Mid,Remote,Permanent,2019-12-04,,Active,17530000,3.7,3.3,4261
1160,drg. Jelita Sihotang,Female,5,Junior,Yogyakarta,Permanent,2018-01-20,,Active,16000000,1.6,3.5,2579
1161,Rachel Melani,Male,7,Junior,Medan,Permanent,2019-11-05,,Active,11100000,3.8,4.0,1891
1162,Harsana Permata,Male,1,Senior,Medan,Permanent,2017-07-26,,Active,46560000,3.4,4.5,4982
1163,Dodo Gunawan,Male,9,Junior,Surabaya,Permanent,2023-07-30,,Active,12290000,3.4,3.2,4176
1164,"Maya Adriansyah, M.TI.",Male,3,Senior,Yogyakarta,Contract,2020-04-11,,Active,43060000,4.0,4.0,3385
1165,"Dr. Mahfud Winarsih, S.Kom",Male,1,Mid,Yogyakarta,Probation,2021-07-25,,Active,28770000,2.7,3.3,1355
1166,Mala Hidayat,Female,10,Senior,Surabaya,Permanent,2018-11-26,,Active,23590000,2.6,3.9,3289
1167,"Viman Sitompul, M.Ak",Male,2,Senior,Yogyakarta,Permanent,2018-09-12,,Active,41890000,2.9,3.2,3630
1168,Salimah Maheswara,Female,6,Senior,Jakarta,Permanent,2024-02-15,,Active,26000000,2.7,4.2,1199
1169,"Ifa Mayasari, S.Pd",Female,6,Lead,Yogyakarta,Contract,2017-10-30,,Active,47800000,3.1,4.0,4525
1170,"Hasan Simbolon, S.Sos",Male,6,Manager,Yogyakarta,Permanent,2022-05-17,,Active,48900000,3.1,3.4,1219
1171,"Ida Puspasari, S.E.I",Male,6,Intern,Yogyakarta,Permanent,2020-10-24,,Active,5760000,3.3,3.7,2066
1172,Imam Widiastuti,Male,6,Mid,Bandung,Probation,2017-04-13,,Active,21610000,3.0,3.4,5013
1173,Shania Natsir,Female,4,Junior,Jakarta,Permanent,2024-11-16,,Active,17070000,4.0,3.8,4971
1174,Ir. Ilsa Waskita,Male,7,Lead,Medan,Permanent,2022-12-17,,Active,34670000,5.0,3.8,4839
1175,Dt. Gadang Suwarno,Female,5,Mid,Jakarta,Permanent,2016-01-17,,Active,24300000,3.7,3.2,5203
1176,Irfan Prastuti,Male,6,Lead,Yogyakarta,Probation,2022-04-07,,Active,36870000,3.8,2.3,2825
1177,Hj. Janet Hastuti,Female,1,Mid,Yogyakarta,Contract,2020-09-15,,Active,31130000,3.1,3.1,4122
1178,Maimunah Wulandari,Female,2,Mid,Bandung,Permanent,2017-09-25,,Active,30780000,4.1,2.3,1327
1179,Kajen Kusmawati,Male,3,Senior,Yogyakarta,Permanent,2024-09-09,,Active,43430000,3.3,3.7,1668
1180,"KH. Oman Narpati, S.Pt",Female,6,Senior,Surabaya,Contract,2024-03-14,2024-12-11,Resigned,24820000,2.0,2.7,1494
1181,Oliva Wijayanti,Female,8,Senior,Medan,Permanent,2024-09-14,,Active,28950000,4.1,3.8,4711
1182,"Lukman Sitorus, S.Pt",Female,10,Junior,Yogyakarta,Permanent,2021-03-10,,Active,11130000,3.2,5.0,3488
1183,"R.A. Samiah Saragih, S.H.",Female,1,Senior,Remote,Permanent,2024-10-01,,Active,38750000,4.3,3.5,4595
1184,"Sutan Cakrajiya Dongoran, S.Gz",Female,9,Senior,Yogyakarta,Permanent,2017-08-14,,Active,32670000,1.8,3.8,5321
1185,Jaswadi Suryatmi,Female,5,Senior,Yogyakarta,Permanent,2022-11-28,,Active,27630000,5.0,4.4,2610
1186,"Puti Mutia Agustina, M.Farm",Male,3,Mid,Bandung,Permanent,2020-07-21,,Active,30520000,3.2,4.0,4648
1187,Nasim Winarno,Female,8,Mid,Yogyakarta,Permanent,2024-10-02,,Active,18730000,1.0,4.0,3915
1188,Lalita Prasasta,Female,7,Senior,Yogyakarta,Contract,2015-03-04,,Active,25390000,3.1,3.8,2617
1189,Marwata Ardianto,Male,7,Intern,Surabaya,Permanent,2015-11-03,,Active,5650000,2.8,2.8,2751
1190,"KH. Timbul Kurniawan, S.Farm",Female,7,Mid,Remote,Contract,2022-04-15,2023-09-13,Resigned,13300000,1.6,4.0,1584
1191,Cecep Maryati,Female,9,Junior,Yogyakarta,Contract,2018-07-21,,Active,13770000,4.3,3.8,2707
1192,Alika Puspita,Male,1,Junior,Remote,Probation,2021-12-04,2024-03-09,Resigned,21600000,2.6,2.7,2773
1193,Vero Maheswara,Male,4,Junior,Jakarta,Permanent,2023-05-17,,Active,16450000,5.0,4.2,4275
1194,Diana Hariyah,Male,3,Junior,Jakarta,Permanent,2019-12-23,2022-02-23,Resigned,16840000,2.3,4.0,3158
1195,"Karta Purwanti, M.Ak",Male,1,Junior,Yogyakarta,Permanent,2018-04-16,,Active,22100000,3.6,3.5,4551
1196,Usyi Handayani,Female,1,Junior,Bandung,Permanent,2021-05-07,,Active,23320000,2.8,3.8,5121
1197,Drs. Maria Pudjiastuti,Male,7,Junior,Medan,Permanent,2021-11-01,,Active,9960000,2.5,4.4,3654
1198,Endah Kusmawati,Female,5,Manager,Remote,Permanent,2021-07-16,2024-08-13,Resigned,49100000,3.7,2.5,4164
1199,Hana Prayoga,Female,6,Lead,Surabaya,Permanent,2022-06-24,2024-04-10,Resigned,29410000,4.1,2.6,2825
1200,"Hj. Ika Nurdiyanti, M.Kom.",Male,7,Junior,Surabaya,Probation,2015-10-30,,Active,12440000,3.8,4.0,4983
1201,"Digdaya Saefullah, M.M.",Female,10,Senior,Remote,Permanent,2022-03-02,,Active,22320000,3.6,2.9,2147
1202,Nasab Suwarno,Female,4,Senior,Yogyakarta,Permanent,2017-03-26,,Active,39780000,3.0,3.9,2927
1203,Empluk Sitorus,Female,7,Lead,Surabaya,Probation,2021-05-31,,Active,27120000,4.5,4.0,1417
1204,Puput Hutapea,Female,8,Lead,Remote,Permanent,2015-03-31,,Active,44780000,3.0,3.9,4242
1205,Cakrawangsa Pradipta,Male,10,Manager,Remote,Probation,2021-05-07,,Active,37970000,3.9,2.7,3349
1206,Talia Mangunsong,Female,3,Junior,Surabaya,Permanent,2024-05-04,,Active,20940000,3.4,3.1,3773
1207,"Gabriella Haryanto, S.Farm",Male,2,Senior,Bandung,Permanent,2021-10-22,,Active,42180000,4.1,2.7,3403
1208,Julia Namaga,Female,10,Junior,Remote,Permanent,2022-08-08,,Active,12460000,2.8,3.3,2096
1209,Lidya Halim,Male,7,Senior,Remote,Permanent,2022-01-17,2024-04-18,Resigned,23850000,3.4,4.0,2067
1210,Rafi Andriani,Female,2,Junior,Remote,Permanent,2015-05-17,,Active,22410000,3.9,4.8,5117
1211,Vera Padmasari,Female,3,Junior,Bandung,Permanent,2018-08-31,,Active,22310000,2.9,3.0,4331
1212,"Ayu Permata, S.Sos",Female,9,Junior,Surabaya,Contract,2020-12-14,,Active,13680000,4.2,3.0,2350
1213,Agnes Thamrin,Female,9,Mid,Surabaya,Permanent,2024-03-31,,Active,18510000,5.0,2.7,2354
1214,Umi Wibisono,Female,9,Mid,Bandung,Permanent,2024-01-08,2024-07-25,Resigned,18160000,3.0,3.8,5314
1215,"drg. Paulin Palastri, M.Ak",Male,9,Senior,Remote,Probation,2024-08-24,,Active,31080000,3.7,3.4,3267
1216,Jinawi Prasetya,Female,5,Mid,Jakarta,Permanent,2016-01-05,,Active,22890000,2.5,3.4,1328
1217,Maya Laksita,Male,10,Junior,Remote,Permanent,2020-02-06,,Active,12480000,3.8,3.3,4073
1218,Harsaya Sirait,Female,10,Mid,Surabaya,Permanent,2024-03-22,,Active,13900000,3.4,3.0,1166
1219,"Mustika Waskita, S.E.",Male,6,Head,Surabaya,Contract,2020-04-15,2023-12-05,Resigned,63850000,3.1,2.5,
1220,"Dr. Dian Oktaviani, M.Pd",Male,2,Senior,Remote,Permanent,2022-04-06,2024-01-21,Resigned,33680000,3.8,3.9,3221
1221,Umaya Wijaya,Female,5,Senior,Surabaya,Probation,2016-04-22,2017-03-20,Resigned,34060000,2.9,4.1,3224
1222,Ir. Salimah Dongoran,Male,4,Lead,Medan,Permanent,2016-02-03,,Active,48950000,3.6,5.0,4863
