employee_id,full_name,gender,dept_id,job_level,city,employment_type,hire_date,termination_date,status,monthly_salary_idr,satisfaction_score,last_performance_score,manager_id
1055,KH.  Virman  Nuraini,F,3,Mid,Surabaya,Permanent,10/06/2019,2023-07-20,Resigned,29410000,,2.7,2344
1056,Liman Sinaga,M,6,Junior,Medan,Probation,08/02/2015,,ACTIVE,16280000,2.9,3.1,4292
1057,Anita Kusumo,L,9,Junior,Bandung,Probation,11/01/2021,2023-01-04,RESIGNED,12180000,2.7,3.5,1400
1058,Yance Samosir,M,7,Senior,,Permanent,2024-11-10,,Active,Rp20.240.000,2.8,3.1,4464
1059,ASMIANTO PERMADI,female,10,Junior,Remote,Permanent,10/11/2021,,active,12210000,3.0,3.8,2219
1060,Puti Chelsea Laksita,female,7,Mid,Surabaya,Permanent,06/10/2022,2023-04-23,Resigned,16510000,3.1,2.7,1428
1061,"puti vanya nasyidah, s.e.i",M,8,Mid,,Permanent,2023-04-29,,ACTIVE,21770000,2.9,4.6,3972
1062,  Maryanto Kusmawati ,Male,9,Mid,Remote,Permanent,18-01-2023,,Active,19440000,3.6,3.6,1746
1063,R.M. Eman Nuraini,female,10,Junior,Jakarta,Permanent,01/09/2020,,Active,12120000,2.9,3.7,2260
1064,"Ir. Lintang Prabowo, M.Pd",F,1,Junior,Jakarta,Permanent,20/04/2024,,active,19770000,4.0,2.8,2773
1065,"H. Muhammad Pangestu, S.Pd",M,5,Manager,Bandung,Permanent,2022-02-22,,ACTIVE,46800000,4.1,3.7,4164
1066,Salsabila Yulianti,F,2,Junior,Remote,Contract,2021-04-16,2022-03-16,RESIGNED,22070000,2.9,3.2,4777
1067,maida maryati,L,10,Senior,Medan,Permanent,2024-05-11,,Active,22110000,5.0,2.3,1603
1068,devi prayoga,male,3,Head,Jakarta,Contract,06/21/2015,,Active,92860000,3.2,2.6,
1069,Atma Sirait,male,2,Senior,Jakarta,Permanent,2022-08-25,,ACTIVE,40920000,4.0,3.1,2899
1070,Lanjar Puspasari,female,7,Mid,Bandung,Contract,17/12/2021,,Active,14960000,2.1,3.3,2736
1071,Lanjar Prasetya,male,3,Junior,Bandung,Permanent,19/11/2024,,ACTIVE,15470000,4.3,4.4,2344
1072,bagus usamah,Female,3,Mid,Remote,Contract,10/10/2023,,Active,25650000,4.4,4.0,3081
1073,Dartono Hidayat,L,9,Junior,Yogyakarta,Contract,2017-12-28,2019-09-11,resigned,11640000,3.7,5.0,2756
1074,Satya Sitompul,female,3,Senior,Yogyakarta,Permanent,2017-06-30,,Active,41120000,3.9,4.8,5171
1075,Kamidin Prakasa,male,1,Lead,Yogyakarta,Permanent,07/02/2017,2020-02-28,RESIGNED,64580000,2.9,2.9,1471
1076,Salsabila Laksita,L,7,Junior,Remote,Permanent,2023-09-03,,active,Rp10.930.000,3.3,3.2,2007
1077,Kayun Mustofa,Female,9,Junior,Surabaya,Permanent,2015-04-24,,ACTIVE,12920000 ,4.7,2.9,1606
1078,"QUEEN PERMATA, M.KOM.",female,6,Lead,Surabaya,Permanent,06/06/2015,2020-10-16,RESIGNED,44560000,2.4,1.6,3030
1079,  Purwanto Kusmawati ,F,2,Senior,Medan,Permanent,23-11-2019,,Active,38180000,,3.6,4498
1080,"  dr. Dadap Kuswoyo, S.IP ",L,5,Mid,Jakarta,Permanent,2017-11-09,2023-03-29,resigned,Rp19.890.000,3.1,3.6,3934
1081,"Irfan Thamrin, S.Farm",Male,2,Mid,Remote,Probation,31/01/2019,,active,27130000,3.7,3.3,1918
1082,NADIA HABIBI,female,8,Lead,Remote,Contract,2022-06-10,,active,46760000,3.5,3.9,2414
1083,"Martani Yuliarti, S.IP",Female,5,Senior,,Permanent,2022-06-24,,ACTIVE,29690000,4.4,2.4,4469
1084,HADI SIRAIT,male,4,Junior,Yogyakarta,Permanent,24/02/2017,,ACTIVE,18060000,3.4,3.2,3747
1085,"R. Drajat Nababan, S.Kom",L,10,Lead,Yogyakarta,Permanent,2021-11-26,,ACTIVE,32930000,2.6,4.1,2951
1086,drg. Cahyono Anggraini,L,1,Senior,Yogyakarta,Contract,2018-05-29,,ACTIVE,Rp44.750.000,4.5,3.0,3621
1087,estiawan hariyah,female,1,Junior,Remote,Permanent,03/19/2020,,Active,21230000,4.5,3.6,1921
1088,taufan hutagalung,Female,8,Mid,Remote,Permanent,11/26/2023,,active,21670000,4.1,2.7,1783
1089,Yani Pudjiastuti,L,6,Mid,Remote,Permanent,03/08/2018,,active,22030000,2.2,4.2,2810
1090,Asirwanda Yulianti,male,4,Senior,Bandung,Permanent,06/03/2024,,active,33600000,4.2,2.6,4731
1091,  Dt. Bakiman Prakasa ,Male,4,Mid,,Permanent,17/01/2024,2024-07-21,RESIGNED,23040000,3.5,3.3,1983
1092,Hasim Laksita,P,9,Lead,Jakarta,Permanent,08/11/2021,,Active,39630000,2.9,4.0,3798
1093,  Gabriella Wacana ,Male,5,Mid,Yogyakarta,Permanent,21/01/2023,,ACTIVE,22600000,3.0,3.5,4566
1094,Catur Wibowo,L,4,Intern,Jakarta,Permanent,2022-05-11,,ACTIVE,9210000,3.4,3.0,2979
1095,  Harsaya Saptono ,Male,6,Mid,Remote,Permanent,2016-12-21,,active,23150000,4.3,3.5,2586
1096,"  KH. Jaeman Suwarno, S.Farm ",Male,6,Intern,Jakarta,Permanent,2021-04-02,,ACTIVE,7110000,3.9,3.6,4084
1097,"Uchita Puspita, M.Kom.",F,10,Lead,Medan,Permanent,2022-06-27,,ACTIVE,34650000,,3.2,2218
1098,DADAP SIHOMBING,female,9,Lead,Medan,Permanent,2021-11-14,,Active,38690000,1.6,4.4,2707
1099,  Asmianto Prastuti ,P,6,Mid,Yogyakarta,Permanent,13-10-2016,,active,22280000,4.3,3.6,2392
1100,"puput halim, s.psi",Male,10,Mid,Medan,Permanent,2024-06-02,,active,17550000,2.3,3.9,2792
1101,  Asirwanda Padmasari ,L,3,Junior,Remote,Permanent,01/29/2018,,active,18970000,2.9,2.8,2829
1102,Olivia Nuraini,Female,4,Senior,Medan,Permanent,07-10-2018,,ACTIVE,33300000,4.1,2.4,5254
1103,Asmianto Melani,,4,Head,Bandung,Permanent,05-08-2017,,active,87240000,4.9,2.4,
1104,  Soleh Nashiruddin ,M,4,Junior,Medan,Permanent,2019-08-27,,active,16980000,3.3,2.7,4166
1105,Legawa Hidayat,M,5,Senior,,Contract,2017-04-27,,active,32660000,4.5,2.5,4576
1106,"Setya Prakasa, S.Sos",M,6,Lead,Medan,Permanent,2024-08-10,,active,34270000,2.5,4.2,1573
1107,Wardaya Purnawati,male,9,Junior,Yogyakarta,Contract,11/12/2018,,active,14990000,,4.8,1409
1108,  Labuh Riyanti ,,5,Senior,Medan,Contract,13/01/2021,,Active,33110000,4.0,4.1,2101
1109,Lukman Hutapea,L,2,Manager,Yogyakarta,Permanent,22-06-2020,,active,73100000,3.5,3.7,3603
1110,Sakura Padmasari,Female,1,Junior,Yogyakarta,Permanent,08-10-2018,,Active,Rp21.530.000,3.8,3.5,3103
1111,Drs. Iriana Rajata,female,6,Senior,Medan,Permanent,06/06/2016,,Active,33170000,3.6,4.3,5491
1112,Mulyono Sihotang,P,1,Senior,Jakarta,Permanent,2021-08-21,,ACTIVE,38090000,3.3,3.0,4318
1113,Eman Widodo,,4,Mid,Bandung,Permanent,09-07-2016,,active,27600000,5.0,3.1,5199
1114,Mumpuni Yuliarti,Female,10,Junior,Surabaya,Permanent,09/02/2018,,Active,12310000,4.1,3.5,2012
1115,Michelle Sihotang,P,4,Senior,Yogyakarta,Permanent,13/02/2018,,active,32180000,,4.0,1685
1116,"r. adika haryanti, m.ak",,2,Mid,Jakarta,Probation,10-04-2020,2023-10-16,Resigned,27990000,4.4,4.1,2469
1117,Puti Belinda Nasyiah,P,8,Junior,Remote,Permanent,2017-07-07,,Active,16470000,2.7,3.2,4322
1118,  Jono Saptono ,male,10,Intern,Jakarta,Permanent,2017-10-09,,ACTIVE,6340000,4.9,4.6,5355
1119,Wardi Tampubolon,L,7,Mid,Jakarta,Permanent,01-06-2016,,active,15300000,5.0,4.9,2275
1120,Tasnim Prasasta,male,7,Intern,,Permanent,19/03/2020,,Active,5530000 ,2.8,3.5,2232
1121,Intan Manullang,Male,3,Senior,Surabaya,Permanent,2023-09-21,,ACTIVE,43330000,3.7,2.5,5480
1122,Zahra Palastri,Male,1,Junior,Yogyakarta,Permanent,01-07-2018,,active,19960000,3.8,2.9,2108
1123,"Ilsa Suryatmi, M.TI.",Male,5,Senior,Remote,Permanent,08/11/2015,,active,36610000,3.2,4.4,4790
1124,Mulyanto Puspasari,F,8,Junior,Jakarta,Contract,2024-07-14,,active,15060000,3.1,3.2,3881
1125,SALIMAH JAILANI,Male,2,Mid,Remote,Permanent,23-11-2018,,active,30030000,2.0,2.9,4515
1126,eman latupono,P,4,Manager,Yogyakarta,Permanent,21/02/2015,,active,62110000,4.5,3.3,1830
1127,Paiman Puspasari,P,3,Mid,Yogyakarta,Permanent,16-02-2022,,ACTIVE,Rp27.470.000,3.7,4.6,1247
1128,Empluk Suryono,P,1,Mid,Remote,Permanent,2016-12-22,,active,28090000,3.1,1.9,2271
1129,R.A. Tina Siregar,female,9,Mid,Remote,Permanent,19/03/2020,,ACTIVE,18450000,3.5,2.9,5369
1130,Mahfud Usada,P,6,Mid,Jakarta,Permanent,20/07/2024,,active,18940000,5.0,4.6,2810
1131,"Tgk. Ophelia Lestari, S.T.",Female,1,Mid,Medan,Permanent,25/09/2017,,ACTIVE,36610000,3.1,3.4,1905
1132,"CUT CORNELIA USADA, S.FARM",female,2,Mid,Bandung,Permanent,09/10/2018,2022-11-28,Resigned,26270000,4.8,3.6,5278
1133,"Tgk. Aurora Adriansyah, S.Psi",P,5,Junior,Medan,Permanent,12/12/2023,2024-08-19,RESIGNED,14320000,3.0,3.4,4883
1134,"R.M. MAKUTA SAPTONO, S.E.",Female,6,Manager,Jakarta,Permanent,03/26/2021,2022-10-18,RESIGNED,44660000,4.3,3.7,1219
1135,"Maimunah Puspasari, S.Farm",Female,5,Junior,Bandung,Permanent,06/24/2020,,Active,15220000,3.7,3.2,3962
1136,DT. BALIDIN HUTAGALUNG,P,10,Lead,Jakarta,Permanent,10-01-2020,,Active,31990000,,4.9,2342
1137,"Eka Palastri, S.Gz",female,5,Lead,,Permanent,04-10-2022,,Active,41490000,3.7,3.9,4164
1138,"dr. Restu Puspasari, S.E.I",P,3,Senior,Yogyakarta,Probation,17-03-2021,,ACTIVE,45140000,3.4,3.1,2456
1139,Dian Gunarto,Female,1,Lead,Surabaya,Permanent,12-12-2018,,ACTIVE,57280000,4.2,3.3,1020
1140,Karimah Gunarto,M,9,Senior,Surabaya,Permanent,09/05/2016,,ACTIVE,32450000,2.8,2.0,3599
1141,Fathonah  Zulaika,male,9,Senior,Yogyakarta,Permanent,23/02/2017,,active,28150000,5.0,4.2,4858
1142,Mulyanto Jailani,P,3,Mid,Surabaya,Permanent,16-02-2016,,ACTIVE,30500000,3.5,2.4,4146
1143,  Victoria Purwanti ,L,10,Junior,Bandung,Permanent,2018-05-23,2024-11-14,RESIGNED,12280000,3.9,3.4,2219
1144,"drg. Raina Mangunsong, S.H.",M,6,Mid,Bandung,Permanent,16-03-2021,,Active,21200000,4.3,2.4,3237
1145,"R. Wirda Nugroho, S.Farm",female,3,Junior,Medan,Permanent,25-02-2016,,Active,22490000,3.9,3.1,2503
1146,CEMANI SITORUS,P,3,Junior,Jakarta,Permanent,10/12/2019,,ACTIVE,19140000,5.0,3.8,3335
1147,"dr. Rama Winarsih, S.H.",female,4,Senior,Yogyakarta,Permanent,04/12/2016,,Active,32130000,3.9,4.2,1575
1148,Endah Kurniawan,Male,5,Mid,Surabaya,Permanent,13/09/2016,2023-07-04,Resigned,21310000,3.2,3.1,1786
1149,Ani Halimah,M,6,Junior,Yogyakarta,,30/04/2016,,ACTIVE,Rp13.740.000,4.2,3.1,3279
1150,Daliono Haryanti,male,1,Mid,,Contract,2023-09-13,,ACTIVE,Rp29.030.000,4.4,3.1,1183
1151,Ina Pradana,Female,8,Mid,Yogyakarta,Permanent,2024-08-24,,ACTIVE,18280000,2.2,4.3,2403
1152,Ajiono Wahyuni,L,7,Lead,Jakarta,Probation,2021-11-02,,active,26380000,3.6,5.0,4158
1153,  Heru Sitompul ,M,9,Head,Jakarta,Permanent,2022-01-06,2024-05-11,Resigned,Rp51.220.000,2.7,2.9,
1154,Zelaya Hidayat,Male,4,Senior,Yogyakarta,Permanent,2021-03-10,2021-09-11,resigned,34530000,3.2,2.5,3009
1155,"T.  Gara  Yuniar,  M.TI.",F,3,Junior,Remote,Permanent,07-04-2018,2021-12-27,resigned,22570000,3.1,3.7,1975
1156,Shania Nasyiah,P,7,Mid,Surabaya,Contract,2015-10-19,,Active,18890000,2.4,2.7,1955
1157,ana latupono,Male,8,Mid,Bandung,Permanent,10/08/2019,,active,24520000,3.6,3.7,5370
1158,ELMA PRASTUTI,female,3,Mid,Bandung,Contract,2024-04-08,2024-10-12,resigned,27350000,4.1,3.9,3396
1159,ANI KURNIAWAN,F,10,Mid,Remote,Permanent,2019-12-04,,active,17530000,3.7,3.3,4261
1160,drg. jelita sihotang,F,5,Junior,Yogyakarta,Permanent,20/01/2018,,Active,16000000,1.6,3.5,2579
1161,Rachel Melani,male,7,Junior,Medan,Permanent,2019-11-05,,ACTIVE,11100000,3.8,4.0,1891
1162,Harsana Permata,L,1,Senior,Medan,Permanent,26/07/2017,,ACTIVE,Rp46.560.000,,4.5,4982
1163,Dodo Gunawan,male,9,Junior,Surabaya,Permanent,30/07/2023,,active,12290000,3.4,3.2,4176
1164,"maya adriansyah, m.ti.",L,3,Senior,Yogyakarta,Contract,11/04/2020,,Active,43060000,4.0,4.0,3385
1165,"Dr. Mahfud Winarsih, S.Kom",L,1,Mid,Yogyakarta,Probation,25/07/2021,,ACTIVE,28770000,2.7,3.3,1355
1166,Mala Hidayat,female,10,Senior,Surabaya,Permanent,11/26/2018,,ACTIVE,23590000,2.6,3.9,3289
1167,"viman sitompul, m.ak",Male,2,Senior,Yogyakarta,Permanent,12-09-2018,,active,41890000,2.9,3.2,3630
1168,Salimah Maheswara,F,6,Senior,Jakarta,Permanent,15-02-2024,,ACTIVE,26000000,,4.2,1199
1169,"ifa mayasari, s.pd",P,6,Lead,Yogyakarta,Contract,2017-10-30,,ACTIVE,47800000,3.1,4.0,4525
1170,"Hasan Simbolon, S.Sos",Male,6,Manager,Yogyakarta,Permanent,17/05/2022,,active,48900000,3.1,3.4,1219
1171,"Ida Puspasari, S.E.I",male,6,Intern,Yogyakarta,Permanent,24/10/2020,,Active,5760000,3.3,3.7,2066
1172,Imam Widiastuti,Male,6,Mid,Bandung,Probation,2017-04-13,,active,21610000,3.0,3.4,5013
1173,Shania Natsir,female,4,Junior,Jakarta,Permanent,2024-11-16,,Active,17070000,,3.8,4971
1174,Ir. Ilsa Waskita,male,7,Lead,Medan,Permanent,17/12/2022,,Active,34670000,5.0,3.8,4839
1175,Dt. Gadang Suwarno,P,5,Mid,Jakarta,Permanent,01/17/2016,,ACTIVE,24300000,3.7,3.2,5203
1176,Irfan Prastuti,M,6,Lead,Yogyakarta,Probation,07/04/2022,,Active,36870000,3.8,2.3,2825
1177,Hj. Janet Hastuti,female,1,Mid,Yogyakarta,Contract,15-09-2020,,Active,31130000,3.1,3.1,4122
1178,Maimunah Wulandari,Female,2,Mid,Bandung,Permanent,09/25/2017,,active,30780000 ,4.1,2.3,1327
1179,Kajen Kusmawati,Male,3,Senior,Yogyakarta,Permanent,09/09/2024,,ACTIVE,43430000,,3.7,1668
1180,"KH. OMAN NARPATI, S.PT",F,6,Senior,Surabaya,Contract,14-03-2024,2024-12-11,resigned,24820000,2.0,2.7,1494
1181,OLIVA WIJAYANTI,P,8,Senior,Medan,Permanent,14/09/2024,,active,28950000,4.1,3.8,4711
1182,"Lukman Sitorus, S.Pt",F,10,Junior,Yogyakarta,Permanent,10/03/2021,,Active,11130000,3.2,5.0,3488
1183,"R.A. Samiah Saragih, S.H.",Female,1,Senior,Remote,,2024-10-01,,active,38750000,4.3,3.5,4595
1184,"Sutan  Cakrajiya  Dongoran,  S.Gz",P,9,Senior,Yogyakarta,Permanent,14/08/2017,,Active,32670000,1.8,3.8,5321
1185,Jaswadi Suryatmi,Female,5,Senior,Yogyakarta,Permanent,28/11/2022,,Active,27630000,5.0,4.4,2610
1186,"PUTI MUTIA AGUSTINA, M.FARM",male,3,Mid,Bandung,Permanent,2020-07-21,,active,30520000,3.2,4.0,4648
1187,  Nasim Winarno ,Female,8,Mid,,Permanent,2024-10-02,,ACTIVE,18730000,1.0,4.0,3915
1188,LALITA PRASASTA,Female,7,Senior,Yogyakarta,Contract,2015-03-04,,Active,25390000,3.1,3.8,2617
1189,  Marwata Ardianto ,M,7,Intern,Surabaya,Permanent,03/11/2015,,active,5650000,2.8,2.8,2751
1190,"KH. Timbul Kurniawan, S.Farm",Female,7,Mid,Remote,,15-04-2022,2023-09-13,resigned,13300000,1.6,4.0,1584
1191,Cecep Maryati,F,9,Junior,Yogyakarta,Contract,07/21/2018,,active,13770000,4.3,3.8,2707
1192,alika puspita,Male,1,Junior,Remote,Probation,04/12/2021,2024-03-09,Resigned,21600000,,2.7,2773
1193,Vero Maheswara,male,4,Junior,Jakarta,Permanent,05/17/2023,,ACTIVE,16450000,5.0,4.2,4275
1194,Diana Hariyah,male,3,Junior,Jakarta,Permanent,23/12/2019,2022-02-23,resigned,16840000,2.3,4.0,3158
1195,"  Karta Purwanti, M.Ak ",Male,1,Junior,Yogyakarta,Permanent,16/04/2018,,Active,22100000,3.6,3.5,4551
1196,Usyi Handayani,F,1,Junior,Bandung,Permanent,2021-05-07,,Active,23320000,2.8,3.8,5121
1197,Drs. Maria Pudjiastuti,L,7,Junior,Medan,Permanent,2021-11-01,,ACTIVE,9960000,2.5,4.4,3654
1198,  Endah Kusmawati ,F,5,Manager,Remote,Permanent,07/16/2021,2024-08-13,resigned,49100000,3.7,2.5,4164
1199,Hana  Prayoga,P,6,Lead,Surabaya,Permanent,24-06-2022,2024-04-10,resigned,29410000,4.1,2.6,2825
1200,"HJ. IKA NURDIYANTI, M.KOM.",M,7,Junior,Surabaya,Probation,30-10-2015,,Active,12440000,3.8,4.0,4983
1201,"Digdaya Saefullah, M.M.",Female,10,Senior,Remote,Permanent,03/02/2022,,Active,22320000,3.6,2.9,2147
1202,Nasab  Suwarno,F,4,Senior,Yogyakarta,Permanent,03/26/2017,,active,39780000 ,3.0,3.9,2927
1203,Empluk Sitorus,female,7,Lead,Surabaya,Probation,05/31/2021,,active,Rp27.120.000,4.5,4.0,1417
1204,  Puput Hutapea ,female,8,Lead,Remote,Permanent,31/03/2015,,active,44780000,3.0,3.9,4242
1205,Cakrawangsa Pradipta,L,10,Manager,Remote,Probation,07-05-2021,,active,37970000,3.9,2.7,3349
1206,Talia Mangunsong,Female,3,Junior,Surabaya,Permanent,05/04/2024,,ACTIVE,20940000,3.4,3.1,3773
1207,"Gabriella Haryanto, S.Farm",L,2,Senior,Bandung,Permanent,2021-10-22,,active,42180000,4.1,2.7,3403
1208,Julia Namaga,Female,10,Junior,Remote,Permanent,08/08/2022,,active,Rp12.460.000,2.8,3.3,2096
1209,Lidya Halim,M,7,Senior,Remote,Permanent,17/01/2022,2024-04-18,RESIGNED,Rp23.850.000,3.4,4.0,2067
1210,Rafi Andriani,female,2,Junior,Remote,Permanent,17/05/2015,,Active,22410000,3.9,4.8,5117
1211,vera padmasari,F,3,Junior,Bandung,Permanent,2018-08-31,,Active,22310000,2.9,3.0,4331
1212,"Ayu Permata, S.Sos",Female,9,Junior,Surabaya,Contract,12/14/2020,,active,13680000,4.2,3.0,2350
1213,Agnes Thamrin,F,9,Mid,Surabaya,Permanent,2024-03-31,,Active,18510000,5.0,2.7,2354
1214,umi wibisono,female,9,Mid,Bandung,Permanent,01/08/2024,2024-07-25,RESIGNED,18160000,3.0,3.8,5314
1215,"drg. Paulin Palastri, M.Ak",M,9,Senior,Remote,Probation,24/08/2024,,Active,31080000,3.7,3.4,3267
1216,Jinawi Prasetya,F,5,Mid,Jakarta,Permanent,2016-01-05,,active,22890000,2.5,3.4,1328
1217,Maya Laksita,M,10,Junior,Remote,Permanent,2020-02-06,,Active,12480000,3.8,3.3,4073
1218,Harsaya Sirait,F,10,Mid,Surabaya,Permanent,22/03/2024,,active,Rp13.900.000,3.4,3.0,1166
1219,"Mustika Waskita, S.E.",Male,6,Head,Surabaya,Contract,15/04/2020,2023-12-05,resigned,63850000,3.1,2.5,
1220,"Dr. Dian Oktaviani, M.Pd",Male,2,Senior,Remote,Permanent,2022-04-06,2024-01-21,resigned,33680000,3.8,3.9,3221
1221,Umaya Wijaya,female,5,Senior,Surabaya,Probation,22-04-2016,2017-03-20,Resigned,34060000,2.9,4.1,3224
